<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/13/2015,ABDA,7075,7075,7075,7075,0
11/12/2015,ABDA,7075,7075,7075,7075,0
11/11/2015,ABDA,7075,7075,7075,7075,0
11/10/2015,ABDA,7075,7075,7075,7075,0
11/9/2015,ABDA,7075,7075,7075,7075,0
11/13/2015,ABBA,50,50,50,50,0
11/12/2015,ABBA,50,50,50,50,0
11/11/2015,ABBA,50,50,50,50,1400
11/10/2015,ABBA,50,50,50,50,0
11/9/2015,ABBA,50,50,50,50,2000
11/13/2015,ADMF,3800,3800,3690,3690,26600
11/12/2015,ADMF,3770,3800,3760,3760,99400
11/11/2015,ADMF,3850,3850,3760,3760,94600
11/10/2015,ADMF,3880,3880,3800,3800,29200
11/9/2015,ADMF,3840,3845,3800,3800,10800
11/13/2015,ADRO,600,610,580,580,41801100
11/12/2015,ADRO,640,645,610,610,30923600
11/11/2015,ADRO,615,645,605,640,55608800
11/10/2015,ADRO,615,635,610,610,21585100
11/9/2015,ADRO,630,640,615,615,33695000
11/13/2015,AKSI,125,125,125,125,0
11/12/2015,AKSI,125,125,125,125,0
11/11/2015,AKSI,125,125,125,125,0
11/10/2015,AKSI,125,125,125,125,0
11/9/2015,AKSI,125,125,125,125,0
11/13/2015,ADMG,92,96,92,95,5004400
11/12/2015,ADMG,93,93,92,92,560400
11/11/2015,ADMG,95,95,92,93,2326000
11/10/2015,ADMG,92,96,91,95,11401400
11/9/2015,ADMG,92,93,91,93,2847600
11/13/2015,ADES,1030,1030,1000,1000,2500
11/12/2015,ADES,1000,1000,1000,1000,10000
11/11/2015,ADES,1040,1040,1005,1005,14700
11/10/2015,ADES,1005,1005,1005,1005,6400
11/9/2015,ADES,1005,1005,1005,1005,7000
11/13/2015,ALDO,690,695,690,695,89300
11/12/2015,ALDO,685,690,685,690,77800
11/11/2015,ALDO,685,685,680,685,52300
11/10/2015,ALDO,680,685,680,685,79500
11/9/2015,ALDO,680,685,680,685,75800
11/13/2015,ALKA,421,421,421,421,0
11/12/2015,ALKA,421,421,421,421,0
11/11/2015,ALKA,421,421,421,421,0
11/10/2015,ALKA,421,421,421,421,0
11/9/2015,ALKA,421,421,421,421,0
11/13/2015,ALMI,200,201,200,201,14400
11/12/2015,ALMI,203,203,203,203,0
11/11/2015,ALMI,203,203,203,203,0
11/10/2015,ALMI,203,203,203,203,0
11/9/2015,ALMI,203,203,203,203,0
11/13/2015,ALTO,329,329,329,329,10000
11/12/2015,ALTO,325,330,325,329,76800
11/11/2015,ALTO,329,329,329,329,20000
11/10/2015,ALTO,329,329,329,329,900
11/9/2015,ALTO,328,330,328,330,120000
11/13/2015,AMAG,344,344,343,343,200100
11/12/2015,AMAG,350,350,350,350,100
11/11/2015,AMAG,359,359,349,350,73600
11/10/2015,AMAG,358,358,358,358,5000
11/9/2015,AMAG,379,379,379,379,100
11/13/2015,AMFG,6900,6900,6900,6900,0
11/12/2015,AMFG,6900,6900,6900,6900,474700
11/11/2015,AMFG,6900,6900,6900,6900,100
11/10/2015,AMFG,6700,6700,6700,6700,500
11/9/2015,AMFG,6900,7000,6900,6900,1000
11/13/2015,AKKU,127,127,127,127,0
11/12/2015,AKKU,127,127,127,127,0
11/11/2015,AKKU,127,127,127,127,0
11/10/2015,AKKU,127,127,127,127,0
11/9/2015,AKKU,127,127,127,127,0
11/13/2015,AISA,1540,1540,1500,1515,1563900
11/12/2015,AISA,1515,1555,1515,1545,578300
11/11/2015,AISA,1540,1545,1500,1515,1904200
11/10/2015,AISA,1610,1610,1540,1540,7194200
11/9/2015,AISA,1605,1640,1570,1620,2107800
11/13/2015,AIMS,420,420,420,420,0
11/12/2015,AIMS,420,420,420,420,0
11/11/2015,AIMS,420,420,420,420,0
11/10/2015,AIMS,420,420,420,420,0
11/9/2015,AIMS,420,420,420,420,0
11/13/2015,AGRO,101,101,92,100,364000
11/12/2015,AGRO,99,103,99,102,19900
11/11/2015,AGRO,100,102,98,100,3020800
11/10/2015,AGRO,100,102,100,101,10628700
11/9/2015,AGRO,103,104,99,100,32200
11/13/2015,AMRT,545,545,545,545,1000
11/12/2015,AMRT,540,540,540,540,12500
11/11/2015,AMRT,545,550,540,545,12600
11/10/2015,AMRT,540,540,540,540,3528400
11/9/2015,AMRT,535,535,535,535,41800
11/13/2015,ANJT,1610,1610,1610,1610,0
11/12/2015,ANJT,1610,1610,1610,1610,0
11/11/2015,ANJT,1610,1610,1610,1610,0
11/10/2015,ANJT,1610,1610,1610,1610,0
11/9/2015,ANJT,1610,1610,1610,1610,0
11/13/2015,ANTM,325,326,317,319,152795200
11/12/2015,ANTM,333,337,325,326,122667400
11/11/2015,ANTM,345,346,332,333,121115200
11/10/2015,ANTM,335,350,329,342,271625100
11/9/2015,ANTM,355,358,336,337,167618600
11/13/2015,AALI,18500,18875,18000,18050,1148300
11/12/2015,AALI,18000,18925,18000,18550,1288800
11/11/2015,AALI,18700,19000,18000,18000,1353600
11/10/2015,AALI,19050,19475,18700,18700,825400
11/9/2015,AALI,19500,19850,19025,19325,1093800
11/13/2015,AKRA,5975,6150,5925,6100,24528600
11/12/2015,AKRA,5975,6000,5775,5850,11979800
11/11/2015,AKRA,6000,6025,5850,5975,12215100
11/10/2015,AKRA,5900,6100,5850,6000,11789900
11/9/2015,AKRA,6000,6000,5825,5950,6634200
11/13/2015,APEX,3330,3330,3330,3330,0
11/12/2015,APEX,3330,3330,3330,3330,0
11/11/2015,APEX,3330,3330,3330,3330,700
11/10/2015,APEX,3230,3230,3230,3230,3300
11/9/2015,APEX,3330,3330,3330,3330,0
11/13/2015,APIC,625,635,625,635,2699900
11/12/2015,APIC,630,635,630,635,1132300
11/11/2015,APIC,630,630,630,630,1030600
11/10/2015,APIC,625,630,625,630,1080600
11/9/2015,APIC,635,635,630,630,1216000
11/13/2015,APLI,65,65,65,65,0
11/12/2015,APLI,65,65,59,65,11100
11/11/2015,APLI,65,65,65,65,2000
11/10/2015,APLI,65,65,65,65,0
11/9/2015,APLI,65,65,65,65,0
11/13/2015,APLN,250,259,250,258,21688900
11/12/2015,APLN,251,257,248,254,8668500
11/11/2015,APLN,261,263,250,250,12716300
11/10/2015,APLN,260,267,255,261,18685500
11/9/2015,APLN,267,268,259,260,10366100
11/13/2015,APOL,58,58,58,58,0
11/12/2015,APOL,58,58,58,58,0
11/11/2015,APOL,58,58,58,58,0
11/10/2015,APOL,58,58,58,58,0
11/9/2015,APOL,58,58,58,58,0
11/13/2015,ARGO,900,900,900,900,0
11/12/2015,ARGO,900,900,900,900,0
11/11/2015,ARGO,900,900,900,900,0
11/10/2015,ARGO,900,900,900,900,0
11/9/2015,ARGO,900,900,900,900,0
11/13/2015,ARII,400,400,400,400,0
11/12/2015,ARII,400,400,400,400,0
11/11/2015,ARII,400,400,400,400,0
11/10/2015,ARII,400,400,400,400,0
11/9/2015,ARII,400,400,400,400,0
11/13/2015,ARNA,410,411,407,408,1917500
11/12/2015,ARNA,406,414,406,411,1726300
11/11/2015,ARNA,415,415,400,405,1922500
11/10/2015,ARNA,420,425,410,417,807700
11/9/2015,ARNA,434,434,422,425,5564400
11/13/2015,ARTA,260,272,260,271,400
11/12/2015,ARTA,280,280,270,276,5100
11/11/2015,ARTA,299,299,299,299,0
11/10/2015,ARTA,299,299,299,299,0
11/9/2015,ARTA,299,299,299,299,0
11/13/2015,ARTI,245,263,230,260,87713700
11/12/2015,ARTI,248,248,223,240,47740200
11/11/2015,ARTI,255,255,247,247,58770800
11/10/2015,ARTI,254,257,249,253,27255500
11/9/2015,ARTI,260,260,253,255,33662600
11/13/2015,ASBI,440,440,440,440,0
11/12/2015,ASBI,440,440,440,440,0
11/11/2015,ASBI,440,440,440,440,0
11/10/2015,ASBI,440,440,440,440,0
11/9/2015,ASBI,440,440,440,440,0
11/13/2015,ASDM,1000,1000,1000,1000,0
11/12/2015,ASDM,1000,1000,1000,1000,0
11/11/2015,ASDM,1000,1000,1000,1000,0
11/10/2015,ASDM,1000,1000,1000,1000,0
11/9/2015,ASDM,1000,1000,1000,1000,0
11/13/2015,ASGR,1740,1780,1700,1700,155500
11/12/2015,ASGR,1780,1780,1725,1725,1600
11/11/2015,ASGR,1730,1740,1725,1725,21500
11/10/2015,ASGR,1715,1735,1715,1725,148600
11/9/2015,ASGR,1675,1715,1660,1715,9500
11/13/2015,ASII,6550,6650,6550,6600,19602400
11/12/2015,ASII,6775,6775,6600,6600,27539100
11/11/2015,ASII,6500,6850,6475,6775,39828900
11/10/2015,ASII,6350,6600,6325,6500,34184400
11/9/2015,ASII,6550,6550,6325,6425,49587900
11/13/2015,ASJT,170,170,170,170,764000
11/12/2015,ASJT,170,170,170,170,120200
11/11/2015,ASJT,155,160,155,160,602500
11/10/2015,ASJT,160,160,160,160,100000
11/9/2015,ASJT,170,170,160,160,73100
11/13/2015,ASRI,350,355,341,342,49918000
11/12/2015,ASRI,350,358,346,354,55395000
11/11/2015,ASRI,364,367,350,350,66698900
11/10/2015,ASRI,357,372,353,359,92343600
11/9/2015,ASRI,378,379,363,363,90372400
11/13/2015,ACST,4000,4000,3900,3900,4700
11/12/2015,ACST,3950,4020,3950,4000,302300
11/11/2015,ACST,3995,3995,3995,3995,0
11/10/2015,ACST,3995,3995,3995,3995,20900
11/9/2015,ACST,4000,4000,4000,4000,5100
11/13/2015,AHAP,170,170,170,170,0
11/12/2015,AHAP,180,180,170,170,11000
11/11/2015,AHAP,180,180,180,180,0
11/10/2015,AHAP,156,180,156,180,2900
11/9/2015,AHAP,173,173,173,173,0
11/13/2015,ASRM,2400,2400,2400,2400,0
11/12/2015,ASRM,2400,2400,2400,2400,3900
11/11/2015,ASRM,2350,2350,2350,2350,0
11/10/2015,ASRM,2350,2350,2350,2350,0
11/9/2015,ASRM,2350,2350,2350,2350,0
11/13/2015,ASSA,109,111,108,110,60100
11/12/2015,ASSA,108,112,108,112,207800
11/11/2015,ASSA,109,112,108,112,48800
11/10/2015,ASSA,107,113,106,113,184200
11/9/2015,ASSA,111,111,105,111,97700
11/13/2015,ADHI,2225,2260,2210,2210,20999000
11/12/2015,ADHI,2225,2290,2205,2260,31725900
11/11/2015,ADHI,2250,2250,2205,2225,14650700
11/10/2015,ADHI,2140,2250,2105,2225,33784000
11/9/2015,ADHI,2245,2255,2160,2165,33161500
11/13/2015,ATPK,194,194,194,194,0
11/12/2015,ATPK,194,194,194,194,0
11/11/2015,ATPK,194,194,194,194,0
11/10/2015,ATPK,194,194,194,194,0
11/9/2015,ATPK,194,194,194,194,0
11/13/2015,AUTO,1625,1645,1610,1640,641100
11/12/2015,AUTO,1640,1670,1610,1635,717300
11/11/2015,AUTO,1700,1700,1610,1630,4277500
11/10/2015,AUTO,1710,1710,1685,1700,64900
11/9/2015,AUTO,1760,1760,1715,1720,136600
11/13/2015,AKPI,800,800,800,800,0
11/12/2015,AKPI,800,800,800,800,0
11/11/2015,AKPI,800,800,800,800,0
11/10/2015,AKPI,800,800,800,800,0
11/9/2015,AKPI,800,800,800,800,0
11/13/2015,ACES,740,740,725,735,2764900
11/12/2015,ACES,725,760,715,745,12150700
11/11/2015,ACES,760,760,705,725,22434500
11/10/2015,ACES,665,765,660,760,37839900
11/9/2015,ACES,675,690,660,675,9746400
11/13/2015,ABMM,2600,2600,2405,2600,45100
11/12/2015,ABMM,2625,2625,2625,2625,0
11/11/2015,ABMM,2625,2625,2625,2625,100
11/10/2015,ABMM,2420,2725,2420,2725,98000
11/9/2015,ABMM,2645,2645,2645,2645,300500
11/13/2015,BABP,70,70,69,70,1471300
11/12/2015,BABP,70,71,69,69,614100
11/11/2015,BABP,69,71,69,70,1503800
11/10/2015,BABP,70,71,69,69,3365100
11/9/2015,BABP,71,71,69,70,2461900
11/13/2015,BACA,152,152,152,152,100
11/12/2015,BACA,146,146,146,146,2500000
11/11/2015,BACA,146,146,132,146,16400
11/10/2015,BACA,151,151,146,146,300
11/9/2015,BACA,159,159,149,153,10800
11/13/2015,BAJA,93,94,92,92,134500
11/12/2015,BAJA,107,107,91,93,413200
11/11/2015,BAJA,97,97,92,93,554600
11/10/2015,BAJA,98,98,94,97,342600
11/9/2015,BAJA,102,103,93,93,389200
11/13/2015,BAPA,50,50,50,50,0
11/12/2015,BAPA,50,50,50,50,6000
11/11/2015,BAPA,50,50,50,50,0
11/10/2015,BAPA,50,50,50,50,0
11/9/2015,BAPA,50,50,50,50,0
11/13/2015,BATA,1020,1020,1020,1020,0
11/12/2015,BATA,1020,1020,1020,1020,200
11/11/2015,BATA,1050,1050,1050,1050,0
11/10/2015,BATA,1050,1050,1050,1050,0
11/9/2015,BATA,1050,1050,1050,1050,0
11/13/2015,BAYU,820,820,820,820,0
11/12/2015,BAYU,820,820,820,820,0
11/11/2015,BAYU,820,820,820,820,500
11/10/2015,BAYU,910,910,910,910,0
11/9/2015,BAYU,910,910,910,910,0
11/13/2015,BBCA,12900,13025,12900,12925,7821300
11/12/2015,BBCA,12975,13300,12975,12975,5399300
11/11/2015,BBCA,12950,13125,12925,12975,8659600
11/10/2015,BBCA,13000,13250,12925,12925,13627400
11/9/2015,BBCA,13500,13500,13025,13125,7471600
11/13/2015,BBKP,685,695,675,690,2573200
11/12/2015,BBKP,670,685,670,685,1020000
11/11/2015,BBKP,670,670,665,670,1615100
11/10/2015,BBKP,680,680,670,675,1986400
11/9/2015,BBKP,680,685,670,675,1742700
11/13/2015,BBLD,1110,1110,1110,1110,0
11/12/2015,BBLD,1110,1110,1110,1110,0
11/11/2015,BBLD,1110,1110,1110,1110,0
11/10/2015,BBLD,1110,1110,1110,1110,0
11/9/2015,BBLD,1110,1110,1110,1110,0
11/13/2015,BBMD,1560,1560,1560,1560,0
11/12/2015,BBMD,1560,1560,1560,1560,0
11/11/2015,BBMD,1560,1560,1560,1560,0
11/10/2015,BBMD,1560,1560,1560,1560,0
11/9/2015,BBMD,1560,1560,1560,1560,0
11/13/2015,BBNI,4945,4965,4805,4840,24413000
11/12/2015,BBNI,4810,4985,4805,4960,19140400
11/11/2015,BBNI,4850,4850,4800,4800,12121800
11/10/2015,BBNI,4780,4920,4760,4830,15329100
11/9/2015,BBNI,4865,4915,4785,4875,17430400
11/13/2015,BBNP,1860,1860,1860,1860,0
11/12/2015,BBNP,1860,1860,1860,1860,0
11/11/2015,BBNP,1860,1860,1860,1860,0
11/10/2015,BBNP,1860,1860,1860,1860,200
11/9/2015,BBNP,1860,1860,1860,1860,0
11/13/2015,BBRI,10475,10675,10450,10525,16690500
11/12/2015,BBRI,10450,10650,10450,10525,19437100
11/11/2015,BBRI,10400,10550,10275,10475,16609400
11/10/2015,BBRI,10400,10650,10350,10450,20508400
11/9/2015,BBRI,10700,10750,10550,10575,11058100
11/13/2015,BBRM,50,50,50,50,1100
11/12/2015,BBRM,51,51,50,50,110500
11/11/2015,BBRM,51,51,50,50,10500
11/10/2015,BBRM,50,51,50,51,360100
11/9/2015,BBRM,50,55,50,50,1045900
11/13/2015,BBTN,1185,1210,1170,1190,24626000
11/12/2015,BBTN,1125,1205,1125,1195,39197500
11/11/2015,BBTN,1110,1125,1105,1120,10326600
11/10/2015,BBTN,1100,1130,1085,1120,7935900
11/9/2015,BBTN,1145,1145,1105,1110,14379500
11/13/2015,BCAP,1460,1460,1420,1420,7700
11/12/2015,BCAP,1460,1460,1435,1455,24800
11/11/2015,BCAP,1450,1455,1430,1455,42100
11/10/2015,BCAP,1460,1460,1400,1450,74700
11/9/2015,BCAP,1460,1460,1460,1460,700
11/13/2015,BCIP,855,860,850,860,18778000
11/12/2015,BCIP,845,855,845,855,15638400
11/11/2015,BCIP,850,850,840,840,13890800
11/10/2015,BCIP,845,855,840,850,17359000
11/9/2015,BCIP,855,865,835,845,17467400
11/13/2015,BDMN,2750,2810,2725,2770,1517400
11/12/2015,BDMN,2800,2840,2750,2750,2500600
11/11/2015,BDMN,2805,2850,2720,2810,2630200
11/10/2015,BDMN,2870,2905,2805,2805,2563700
11/9/2015,BDMN,2975,2975,2845,2870,1685600
11/13/2015,BEKS,63,63,58,59,124300
11/12/2015,BEKS,57,57,57,57,8000
11/11/2015,BEKS,56,57,54,57,67400
11/10/2015,BEKS,59,59,55,55,171300
11/9/2015,BEKS,61,61,55,55,122000
11/13/2015,BEST,377,379,360,361,9037500
11/12/2015,BEST,388,397,376,377,38683200
11/11/2015,BEST,395,396,384,388,12078800
11/10/2015,BEST,382,399,375,390,29863900
11/9/2015,BEST,380,400,378,388,51075000
11/13/2015,BFIN,2610,2610,2610,2610,0
11/12/2015,BFIN,2610,2610,2610,2610,0
11/11/2015,BFIN,2600,2650,2600,2610,53400
11/10/2015,BFIN,2600,2600,2400,2500,31700
11/9/2015,BFIN,2600,2600,2600,2600,0
11/13/2015,BHIT,187,191,186,190,1904900
11/12/2015,BHIT,190,191,188,190,592900
11/11/2015,BHIT,196,196,187,190,6729500
11/10/2015,BHIT,201,201,195,196,2789500
11/9/2015,BHIT,205,205,200,201,1104500
11/13/2015,BIMA,455,455,455,455,0
11/12/2015,BIMA,455,455,455,455,0
11/11/2015,BIMA,455,455,455,455,0
11/10/2015,BIMA,455,455,455,455,0
11/9/2015,BIMA,455,455,455,455,0
11/13/2015,BIPI,70,71,69,69,156341000
11/12/2015,BIPI,72,72,70,70,52297200
11/11/2015,BIPI,73,73,70,71,145032500
11/10/2015,BIPI,71,73,70,71,114965700
11/9/2015,BIPI,71,72,70,71,103109800
11/13/2015,BIPP,85,89,85,87,106900
11/12/2015,BIPP,87,88,85,85,10200
11/11/2015,BIPP,83,85,81,83,291800
11/10/2015,BIPP,99,99,82,83,707500
11/9/2015,BIPP,86,86,85,85,169500
11/13/2015,BISI,1375,1390,1315,1320,1845700
11/12/2015,BISI,1405,1440,1405,1410,1410300
11/11/2015,BISI,1400,1420,1375,1400,1043100
11/10/2015,BISI,1485,1495,1405,1405,1576900
11/9/2015,BISI,1410,1505,1360,1480,3886700
11/13/2015,BJBR,745,745,720,720,18262900
11/12/2015,BJBR,745,760,745,755,7245400
11/11/2015,BJBR,760,765,745,745,5466100
11/10/2015,BJBR,750,765,745,755,3815900
11/9/2015,BJBR,770,770,745,760,7306500
11/13/2015,BJTM,444,444,435,444,1549200
11/12/2015,BJTM,441,448,440,444,393900
11/11/2015,BJTM,449,449,441,445,6330900
11/10/2015,BJTM,453,453,447,447,2095000
11/9/2015,BJTM,450,461,446,461,1968500
11/13/2015,BKDP,85,85,85,85,0
11/12/2015,BKDP,85,85,85,85,200
11/11/2015,BKDP,90,90,90,90,0
11/10/2015,BKDP,90,90,90,90,0
11/9/2015,BKDP,90,90,90,90,25500
11/13/2015,BKSL,71,71,70,70,9711500
11/12/2015,BKSL,71,72,70,71,8105300
11/11/2015,BKSL,72,73,70,71,25125900
11/10/2015,BKSL,70,74,70,71,49792800
11/9/2015,BKSL,73,73,70,70,18803600
11/13/2015,BKSW,299,322,299,322,14400
11/12/2015,BKSW,324,324,324,324,10000
11/11/2015,BKSW,300,324,290,324,1400
11/10/2015,BKSW,300,300,300,300,15900
11/9/2015,BKSW,329,329,329,329,0
11/13/2015,BMAS,360,360,360,360,0
11/12/2015,BMAS,360,360,360,360,0
11/11/2015,BMAS,360,360,360,360,0
11/10/2015,BMAS,360,360,360,360,0
11/9/2015,BMAS,360,360,360,360,0
11/13/2015,BMRI,8300,8675,8275,8675,21516600
11/12/2015,BMRI,8175,8450,8175,8375,25370300
11/11/2015,BMRI,8325,8350,8150,8175,30728000
11/10/2015,BMRI,8525,8700,8400,8400,30533000
11/9/2015,BMRI,8800,8900,8700,8700,16501300
11/13/2015,BMSR,255,255,255,255,0
11/12/2015,BMSR,255,255,255,255,0
11/11/2015,BMSR,255,255,255,255,0
11/10/2015,BMSR,255,255,255,255,0
11/9/2015,BMSR,255,255,255,255,0
11/13/2015,BMTR,840,865,840,860,11010900
11/12/2015,BMTR,860,865,835,855,7864000
11/11/2015,BMTR,865,890,855,855,4170300
11/10/2015,BMTR,910,915,860,860,5737400
11/9/2015,BMTR,895,920,880,920,4662900
11/13/2015,BNBA,189,190,189,190,200000
11/12/2015,BNBA,185,185,185,185,7000
11/11/2015,BNBA,187,187,187,187,0
11/10/2015,BNBA,178,188,178,187,1684200
11/9/2015,BNBA,175,180,175,180,2158000
11/13/2015,BNBR,50,50,50,50,0
11/12/2015,BNBR,50,50,50,50,0
11/11/2015,BNBR,50,50,50,50,200
11/10/2015,BNBR,50,50,50,50,0
11/9/2015,BNBR,50,50,50,50,0
11/13/2015,BNGA,630,660,600,610,125800
11/12/2015,BNGA,660,660,595,615,251400
11/11/2015,BNGA,680,680,645,660,3600
11/10/2015,BNGA,630,685,625,650,68300
11/9/2015,BNGA,650,655,605,630,60800
11/13/2015,BNII,183,183,176,176,64100
11/12/2015,BNII,183,183,178,179,67900
11/11/2015,BNII,179,182,175,178,446000
11/10/2015,BNII,170,179,170,178,130200
11/9/2015,BNII,172,183,172,174,934300
11/13/2015,BNLI,1055,1120,1055,1115,30300
11/12/2015,BNLI,1120,1120,1120,1120,0
11/11/2015,BNLI,1100,1120,1100,1120,600
11/10/2015,BNLI,1040,1120,1040,1120,1500
11/9/2015,BNLI,1120,1120,1030,1120,23000
11/13/2015,BORN,50,50,50,50,0
11/12/2015,BORN,50,50,50,50,0
11/11/2015,BORN,50,50,50,50,0
11/10/2015,BORN,50,50,50,50,0
11/9/2015,BORN,50,50,50,50,0
11/13/2015,BPFI,600,600,600,600,0
11/12/2015,BPFI,600,600,600,600,0
11/11/2015,BPFI,600,600,600,600,0
11/10/2015,BPFI,600,600,600,600,0
11/9/2015,BPFI,600,600,600,600,0
11/13/2015,BRAM,4680,4680,4680,4680,0
11/12/2015,BRAM,4680,4680,4680,4680,0
11/11/2015,BRAM,4680,4680,4680,4680,0
11/10/2015,BRAM,4680,4680,4680,4680,0
11/9/2015,BRAM,4680,4680,4680,4680,600
11/13/2015,BRAU,82,82,82,82,0
11/12/2015,BRAU,82,82,82,82,0
11/11/2015,BRAU,82,82,82,82,0
11/10/2015,BRAU,82,82,82,82,0
11/9/2015,BRAU,82,82,82,82,0
11/13/2015,BRMS,50,50,50,50,372600
11/12/2015,BRMS,50,50,50,50,229800
11/11/2015,BRMS,50,50,50,50,197600
11/10/2015,BRMS,50,50,50,50,412500
11/9/2015,BRMS,50,50,50,50,4027800
11/13/2015,BRNA,650,650,650,650,16500
11/12/2015,BRNA,645,645,645,645,21000
11/11/2015,BRNA,620,645,620,645,6300
11/10/2015,BRNA,630,650,630,650,42000
11/9/2015,BRNA,650,650,650,650,0
11/13/2015,BRPT,135,143,135,136,6718400
11/12/2015,BRPT,124,137,124,135,3504000
11/11/2015,BRPT,122,122,120,120,270000
11/10/2015,BRPT,122,125,122,122,200100
11/9/2015,BRPT,130,130,125,125,647000
11/13/2015,BSDE,1630,1690,1625,1650,9459800
11/12/2015,BSDE,1625,1700,1625,1670,15566900
11/11/2015,BSDE,1625,1680,1615,1640,11594500
11/10/2015,BSDE,1610,1680,1590,1640,16570700
11/9/2015,BSDE,1655,1710,1635,1645,6321700
11/13/2015,BSIM,487,487,455,479,23300
11/12/2015,BSIM,485,485,452,485,4749500
11/11/2015,BSIM,485,485,485,485,1000000
11/10/2015,BSIM,485,485,485,485,1000700
11/9/2015,BSIM,485,485,485,485,1573100
11/13/2015,BSSR,1090,1090,1090,1090,0
11/12/2015,BSSR,1090,1090,1090,1090,0
11/11/2015,BSSR,1090,1090,1090,1090,0
11/10/2015,BSSR,1090,1090,1090,1090,300
11/9/2015,BSSR,1095,1095,1095,1095,0
11/13/2015,BSWD,4330,4330,4330,4330,0
11/12/2015,BSWD,4330,4330,4330,4330,0
11/11/2015,BSWD,4330,4330,4330,4330,0
11/10/2015,BSWD,4330,4330,4330,4330,3700
11/9/2015,BSWD,4330,4330,4330,4330,0
11/13/2015,BTEK,1470,1490,1385,1410,33624800
11/12/2015,BTEK,1430,1495,1430,1430,15960800
11/11/2015,BTEK,1415,1485,1415,1425,31574800
11/10/2015,BTEK,1470,1490,1410,1415,29485500
11/9/2015,BTEK,1495,1500,1380,1405,26016500
11/13/2015,BTEL,50,50,50,50,0
11/12/2015,BTEL,50,50,50,50,0
11/11/2015,BTEL,50,50,50,50,0
11/10/2015,BTEL,50,50,50,50,0
11/9/2015,BTEL,50,50,50,50,0
11/13/2015,BTON,460,460,440,460,4700
11/12/2015,BTON,460,460,460,460,0
11/11/2015,BTON,460,460,460,460,100
11/10/2015,BTON,475,475,451,451,300
11/9/2015,BTON,468,468,468,468,0
11/13/2015,BTPN,2615,2615,2615,2615,0
11/12/2015,BTPN,2615,2630,2615,2615,35100
11/11/2015,BTPN,2720,2730,2610,2615,27000
11/10/2015,BTPN,2790,2795,2700,2705,1000
11/9/2015,BTPN,2800,2845,2800,2800,6600
11/13/2015,BUDI,67,67,65,66,131800
11/12/2015,BUDI,70,70,67,67,110400
11/11/2015,BUDI,68,69,66,66,243600
11/10/2015,BUDI,71,71,68,68,146700
11/9/2015,BUDI,72,72,69,69,26600
11/13/2015,BULL,74,74,72,72,72900
11/12/2015,BULL,75,75,71,71,94500
11/11/2015,BULL,74,75,71,71,186800
11/10/2015,BULL,74,76,70,70,872900
11/9/2015,BULL,77,77,75,75,650700
11/13/2015,BUMI,50,50,50,50,1342800
11/12/2015,BUMI,50,50,50,50,450700
11/11/2015,BUMI,50,50,50,50,505800
11/10/2015,BUMI,50,50,50,50,2280600
11/9/2015,BUMI,50,50,50,50,12717400
11/13/2015,BUVA,600,600,600,600,0
11/12/2015,BUVA,600,600,600,600,0
11/11/2015,BUVA,600,600,600,600,2000
11/10/2015,BUVA,585,585,585,585,0
11/9/2015,BUVA,585,585,585,585,0
11/13/2015,BVIC,102,102,96,96,2000
11/12/2015,BVIC,105,105,97,102,5200
11/11/2015,BVIC,90,105,90,97,234800
11/10/2015,BVIC,105,105,97,97,10200
11/9/2015,BVIC,103,103,97,102,95200
11/13/2015,BWPT,203,207,186,189,33038400
11/12/2015,BWPT,206,215,201,205,36285900
11/11/2015,BWPT,218,220,205,205,41632800
11/10/2015,BWPT,220,227,216,218,15449100
11/9/2015,BWPT,232,232,210,220,25169700
11/13/2015,BYAN,8050,8050,8050,8050,2000
11/12/2015,BYAN,8000,8000,8000,8000,2000
11/11/2015,BYAN,8200,8200,7900,7900,4100
11/10/2015,BYAN,8150,8150,8150,8150,0
11/9/2015,BYAN,8150,8150,8150,8150,3000
11/13/2015,CASS,1350,1350,1350,1350,0
11/12/2015,CASS,1350,1350,1350,1350,0
11/11/2015,CASS,1200,1350,1200,1350,400
11/10/2015,CASS,1200,1200,1200,1200,0
11/9/2015,CASS,1200,1200,1200,1200,1500
11/13/2015,CEKA,680,680,680,680,6000
11/12/2015,CEKA,670,680,665,680,6200
11/11/2015,CEKA,680,680,635,680,22900
11/10/2015,CEKA,680,690,680,690,29100
11/9/2015,CEKA,660,685,660,685,16900
11/13/2015,CENT,149,149,149,149,0
11/12/2015,CENT,149,149,149,149,0
11/11/2015,CENT,140,149,140,149,400
11/10/2015,CENT,155,155,155,155,0
11/9/2015,CENT,155,155,155,155,0
11/13/2015,CFIN,265,265,265,265,450000
11/12/2015,CFIN,265,265,265,265,120000
11/11/2015,CFIN,256,265,256,265,2338800
11/10/2015,CFIN,265,265,265,265,135000
11/9/2015,CFIN,279,280,272,272,14600
11/13/2015,CITA,940,940,940,940,0
11/12/2015,CITA,940,940,940,940,0
11/11/2015,CITA,940,940,940,940,0
11/10/2015,CITA,940,940,940,940,0
11/9/2015,CITA,940,940,940,940,0
11/13/2015,CKRA,50,50,50,50,24000
11/12/2015,CKRA,50,51,50,51,774600
11/11/2015,CKRA,50,51,50,50,159200
11/10/2015,CKRA,50,51,50,50,1934400
11/9/2015,CKRA,57,57,53,53,1350200
